"iso_ref","gene_ref","isoform_id","gene_id","condition_1","condition_2","gene_name","gene_biotype","iso_biotype","gene_overall_mean","gene_value_1","gene_value_2","gene_stderr_1","gene_stderr_2","gene_log2_fold_change","gene_q_value","iso_overall_mean","iso_value_1","iso_value_2","iso_stderr_1","iso_stderr_2","iso_log2_fold_change","iso_q_value","IF_overall","IF1","IF2","dIF","isoform_switch_q_value","gene_switch_q_value","PTC","IR","gene_id_from_gtf","gene_name_from_gtf","oId","cmp_ref","class_code","is_novel_pacbio"
"isoComp_00004559","geneComp_00000582","TCONS_00004795","XLOC_001048","T_minus","T_plus","XLOC_001048","unknown","unknown",7.36273034168664,9.53894205129738,5.1865186320759,0.357740590843033,0.152410004659531,-0.877795478228674,,1.90656708364948,1.96107484437737,1.85205932292159,0.273357589322883,0.238603558483373,-0.0820835223833436,,0.28165,0.207733333333333,0.355566666666667,0.147833333333333,0.312277357668931,0.0461894919003621,FALSE,0,"XLOC_001048","PRKACB","ENST00000370689.6","ENST00000370689.6","=",FALSE
"isoComp_00004560","geneComp_00000582","TCONS_00004796","XLOC_001048","T_minus","T_plus","XLOC_001048","unknown","unknown",7.36273034168664,9.53894205129738,5.1865186320759,0.357740590843033,0.152410004659531,-0.877795478228674,,0.178399929788534,0.232076899850026,0.124722959727042,0.0343560175893764,0.0382601652289249,-0.845469678543628,,0.0239666666666667,0.0241666666666667,0.0237666666666667,-0.000399999999999998,0.99827197286669,0.0461894919003621,FALSE,0,"XLOC_001048","PRKACB","ENST00000370688.7","ENST00000370688.7","=",FALSE
"isoComp_00004561","geneComp_00000582","TCONS_00004798","XLOC_001048","T_minus","T_plus","XLOC_001048","unknown","unknown",7.36273034168664,9.53894205129738,5.1865186320759,0.357740590843033,0.152410004659531,-0.877795478228674,,2.32236419658632,3.79382754826595,0.850900844906684,0.709766801598631,0.108768905066737,-2.143532852628,,0.280083333333333,0.394633333333333,0.165533333333333,-0.2291,0.0461894919003621,0.0461894919003621,FALSE,0,"XLOC_001048","PRKACB","ENST00000370685.7","ENST00000370685.7","=",FALSE
"isoComp_00004562","geneComp_00000582","TCONS_00004804","XLOC_001048","T_minus","T_plus","XLOC_001048","unknown","unknown",7.36273034168664,9.53894205129738,5.1865186320759,0.357740590843033,0.152410004659531,-0.877795478228674,,2.55863690759145,2.8393689907529,2.27790482443,1.04479637836426,0.138608925424546,-0.316615423433776,,0.370216666666667,0.301033333333333,0.4394,0.138366666666667,0.764159788807256,0.0461894919003621,FALSE,0,"XLOC_001048","PRKACB","ENST00000610703.4","ENST00000610703.4","=",FALSE
"isoComp_00004566","geneComp_00000582","TCONS_00027439","XLOC_001048","T_minus","T_plus","XLOC_001048","unknown","unknown",7.36273034168664,9.53894205129738,5.1865186320759,0.357740590843033,0.152410004659531,-0.877795478228674,,0.219136500276804,0.438273000553608,0,0.438273000553608,0,-5.48630570348759,,0.0220666666666667,0.0441333333333333,0,-0.0441333333333333,0.950950830181264,0.0461894919003621,FALSE,0,"XLOC_001048","PRKACB","PB.757.5","ENST00000614872.4","j",TRUE
"isoComp_00004567","geneComp_00000582","TCONS_00030066","XLOC_001048","T_minus","T_plus","XLOC_001048","unknown","unknown",7.36273034168664,9.53894205129738,5.1865186320759,0.357740590843033,0.152410004659531,-0.877795478228674,,0.11874588734555,0.199646732806795,0.0378450418843039,0.134750392090731,0.0224998434458738,-2.13151901392452,,0.01385,0.0202,0.0075,-0.0127,0.946246617521928,0.0461894919003621,FALSE,0,"XLOC_001048","PRKACB","PB.787.4","ENST00000614872.4","j",TRUE
"isoComp_00005657","geneComp_00000721","TCONS_00005889","XLOC_001303","T_minus","T_plus","XLOC_001303","unknown","unknown",9.53081560940372,9.79879712090347,9.26283409790397,1.00366179091015,0.0322894775900222,-0.0810658821220062,,8.06899112808553,9.21309788884071,6.92488436733035,0.864003937156548,0.103193084182018,-0.411379582727844,,0.844783333333333,0.9419,0.747666666666667,-0.194233333333333,1.14088211584295e-05,1.14088211584295e-05,FALSE,2,"XLOC_001303","CTTNBP2NL","ENST00000271277.11","ENST00000271277.11","=",FALSE
"isoComp_00005658","geneComp_00000721","TCONS_00005890","XLOC_001303","T_minus","T_plus","XLOC_001303","unknown","unknown",9.53081560940372,9.79879712090347,9.26283409790397,1.00366179091015,0.0322894775900222,-0.0810658821220062,,0.397902545605809,0.267029185515392,0.528775905696226,0.117668573813908,0.122043793629156,0.959647359504569,,0.0412166666666667,0.0254,0.0570333333333333,0.0316333333333333,0.666113991628464,1.14088211584295e-05,,0,"XLOC_001303","CTTNBP2NL","ENST00000441739.1","ENST00000441739.1","=",FALSE
"isoComp_00005660","geneComp_00000721","TCONS_00005892","XLOC_001303","T_minus","T_plus","XLOC_001303","unknown","unknown",9.53081560940372,9.79879712090347,9.26283409790397,1.00366179091015,0.0322894775900222,-0.0810658821220062,,0.264839004417593,0.169624455998518,0.360053552836667,0.0581892406408092,0.133216240904476,1.04275028013913,,0.0278,0.0167333333333333,0.0388666666666667,0.0221333333333333,0.793653795625581,1.14088211584295e-05,FALSE,0,"XLOC_001303","CTTNBP2NL","ENST00000607039.1","ENST00000607039.1","=",FALSE
"isoComp_00005662","geneComp_00000721","TCONS_00022417","XLOC_001303","T_minus","T_plus","XLOC_001303","unknown","unknown",9.53081560940372,9.79879712090347,9.26283409790397,1.00366179091015,0.0322894775900222,-0.0810658821220062,,0.749111839453014,0.0713467675319827,1.42687691137405,0.0713467675319827,0.100300834198993,4.14270765101852,,0.0800833333333333,0.0062,0.153966666666667,0.147766666666667,0.00541347371679368,1.14088211584295e-05,TRUE,1,"XLOC_001303","CTTNBP2NL","PB.935.7","ENST00000271277.11","j",TRUE
"isoComp_00005842","geneComp_00000748","TCONS_00006054","XLOC_001352","T_minus","T_plus","XLOC_001352","unknown","unknown",7.16244503524879,9.45797967834809,4.86691039214948,0.698585283178762,0.101941335329943,-0.957089144852326,,2.88727948550447,3.92418097991668,1.85037799109225,0.153856329230272,0.0451522377422644,-1.08046754839829,,0.39975,0.4193,0.3802,-0.0391,0.873336871084596,0.032986730597945,FALSE,1,"XLOC_001352","PTGFRN","ENST00000393203.3","ENST00000393203.3","=",FALSE
"isoComp_00005843","geneComp_00000748","TCONS_00006055","XLOC_001352","T_minus","T_plus","XLOC_001352","unknown","unknown",7.16244503524879,9.45797967834809,4.86691039214948,0.698585283178762,0.101941335329943,-0.957089144852326,,0.124577335585146,0.249154671170291,0,0.172727808586413,0,-4.69574149290663,,0.01255,0.0251,0,-0.0251,0.674817729477614,0.032986730597945,FALSE,0,"XLOC_001352","PTGFRN","ENST00000496699.1","ENST00000496699.1","=",FALSE
"isoComp_00005844","geneComp_00000748","TCONS_00006056","XLOC_001352","T_minus","T_plus","XLOC_001352","unknown","unknown",7.16244503524879,9.45797967834809,4.86691039214948,0.698585283178762,0.101941335329943,-0.957089144852326,,1.92223619343093,3.00113739993315,0.843334986928706,0.717108593885607,0.139896397025971,-1.81912443540383,,0.242033333333333,0.311466666666667,0.1726,-0.138866666666667,0.37600996361984,0.032986730597945,,0,"XLOC_001352","PTGFRN","ENST00000497385.1","ENST00000497385.1","=",FALSE
"isoComp_00005845","geneComp_00000748","TCONS_00027653","XLOC_001352","T_minus","T_plus","XLOC_001352","unknown","unknown",7.16244503524879,9.45797967834809,4.86691039214948,0.698585283178762,0.101941335329943,-0.957089144852326,,2.17812169900404,2.28350662732797,2.07273677068012,0.0985413771664626,0.134309093706045,-0.139074562181203,,0.335616666666667,0.2441,0.427133333333333,0.183033333333333,0.032986730597945,0.032986730597945,FALSE,0,"XLOC_001352","PTGFRN","PB.1046.1","ENST00000393203.3","c",TRUE
"isoComp_00005846","geneComp_00000748","TCONS_00027654","XLOC_001352","T_minus","T_plus","XLOC_001352","unknown","unknown",7.16244503524879,9.45797967834809,4.86691039214948,0.698585283178762,0.101941335329943,-0.957089144852326,,0.0502303217242063,0,0.100460643448413,0,0.0698061257213402,3.46546053133012,,0.01005,0,0.0201,0.0201,0.60330973667485,0.032986730597945,FALSE,0,"XLOC_001352","PTGFRN","PB.1046.2","ENST00000393203.3","j",TRUE
"isoComp_00006550","geneComp_00000854","TCONS_00006676","XLOC_001524","T_minus","T_plus","XLOC_001524","unknown","unknown",24.6492635509119,29.6153998407275,19.6831272610964,3.71731737408651,0.824271055156567,-0.589142396695894,,0.255619983666607,0.259811628273594,0.25142833905962,0.132275884203332,0.145639352874866,-0.0455369875244026,,0.0107166666666667,0.00923333333333333,0.0122,0.00296666666666667,0.993563785997512,0.00232716627088813,FALSE,0,"XLOC_001524","ADAMTSL4","ENST00000369039.9","ENST00000369039.9","=",FALSE
"isoComp_00006551","geneComp_00000854","TCONS_00006677","XLOC_001524","T_minus","T_plus","XLOC_001524","unknown","unknown",24.6492635509119,29.6153998407275,19.6831272610964,3.71731737408651,0.824271055156567,-0.589142396695894,,1.41710418882055,1.54730796263557,1.28690041500553,0.265669132722106,0.382730131395406,-0.263986566466065,,0.0577833333333333,0.0515333333333333,0.0640333333333333,0.0125,0.926225341353023,0.00232716627088813,FALSE,0,"XLOC_001524","ADAMTSL4","ENST00000369041.9","ENST00000369041.9","=",FALSE
"isoComp_00006552","geneComp_00000854","TCONS_00006678","XLOC_001524","T_minus","T_plus","XLOC_001524","unknown","unknown",24.6492635509119,29.6153998407275,19.6831272610964,3.71731737408651,0.824271055156567,-0.589142396695894,,10.2844915716664,10.6770134438984,9.8919696994345,0.568764900409596,0.155482636623531,-0.1100712990829,,0.4359,0.368,0.5038,0.1358,0.0398633506527514,0.00232716627088813,FALSE,0,"XLOC_001524","ADAMTSL4","ENST00000271643.9","ENST00000271643.9","=",FALSE
"isoComp_00006553","geneComp_00000854","TCONS_00006679","XLOC_001524","T_minus","T_plus","XLOC_001524","unknown","unknown",24.6492635509119,29.6153998407275,19.6831272610964,3.71731737408651,0.824271055156567,-0.589142396695894,,0.502991059236926,0.758734434655415,0.247247683818437,0.173796396423046,0.0230564910986043,-1.57932720634643,,0.0192333333333333,0.0259333333333333,0.0125333333333333,-0.0134,0.510738427903624,0.00232716627088813,FALSE,0,"XLOC_001524","ADAMTSL4","ENST00000483335.1","ENST00000483335.1","=",FALSE
"isoComp_00006555","geneComp_00000854","TCONS_00006683","XLOC_001524","T_minus","T_plus","XLOC_001524","unknown","unknown",24.6492635509119,29.6153998407275,19.6831272610964,3.71731737408651,0.824271055156567,-0.589142396695894,,1.01673837872864,1.26163732038301,0.771839437074266,0.327165676742322,0.144185033629438,-0.701742999714653,,0.0403666666666667,0.041,0.0397333333333333,-0.00126666666666667,0.993245236754558,0.00232716627088813,FALSE,0,"XLOC_001524","ADAMTSL4","ENST00000369038.6","ENST00000369038.6","=",FALSE
"isoComp_00006556","geneComp_00000854","TCONS_00006684","XLOC_001524","T_minus","T_plus","XLOC_001524","unknown","unknown",24.6492635509119,29.6153998407275,19.6831272610964,3.71731737408651,0.824271055156567,-0.589142396695894,,11.0996568631471,14.9655720395902,7.23374168670408,2.52889647704547,0.253449781451515,-1.04780410687027,,0.433716666666667,0.4997,0.367733333333333,-0.131966666666667,0.00232716627088813,0.00232716627088813,FALSE,0,"XLOC_001524","ADAMTSL4","ENST00000489159.1","ENST00000489159.1","=",FALSE
"isoComp_00007422","geneComp_00000943","TCONS_00007384","XLOC_001687","T_minus","T_plus","XLOC_001687","unknown","unknown",3.35830504209113,4.36046014349817,2.35614994068409,0.60426453658542,0.151117161051153,-0.885243682943605,,0.472024486563548,0.314403449255663,0.629645523871432,0.19252688744172,0.126247150431945,0.979483460501968,,0.167216666666667,0.0640333333333333,0.2704,0.206366666666667,0.157591204839591,0.0241419353695401,FALSE,0,"XLOC_001687","TMEM79","ENST00000463670.5","ENST00000463670.5","=",FALSE
"isoComp_00007423","geneComp_00000943","TCONS_00007385","XLOC_001687","T_minus","T_plus","XLOC_001687","unknown","unknown",3.35830504209113,4.36046014349817,2.35614994068409,0.60426453658542,0.151117161051153,-0.885243682943605,,2.00744572349985,3.06073992893034,0.954151518069366,0.509960184056171,0.188477307433644,-1.67125453950543,,0.54955,0.696433333333333,0.402666666666667,-0.293766666666667,0.0241419353695401,0.0241419353695401,FALSE,1,"XLOC_001687","TMEM79","ENST00000295694.9","ENST00000295694.9","=",FALSE
"isoComp_00007424","geneComp_00000943","TCONS_00007386","XLOC_001687","T_minus","T_plus","XLOC_001687","unknown","unknown",3.35830504209113,4.36046014349817,2.35614994068409,0.60426453658542,0.151117161051153,-0.885243682943605,,0.175827482270341,0.193817594781502,0.15783736975918,0.0990441792274118,0.089332136406808,-0.280214624937112,,0.0571833333333333,0.0420333333333333,0.0723333333333333,0.0303,0.971807915567184,0.0241419353695401,FALSE,0,"XLOC_001687","TMEM79","ENST00000357501.6","ENST00000357501.6","=",FALSE
"isoComp_00007425","geneComp_00000943","TCONS_00007387","XLOC_001687","T_minus","T_plus","XLOC_001687","unknown","unknown",3.35830504209113,4.36046014349817,2.35614994068409,0.60426453658542,0.151117161051153,-0.885243682943605,,0.659730263390834,0.791499170530666,0.527961356251001,0.161738940865233,0.126515868390393,-0.575198484942984,,0.208133333333333,0.1975,0.218766666666667,0.0212666666666667,0.964195285902499,0.0241419353695401,TRUE,2,"XLOC_001687","TMEM79","ENST00000495881.1","ENST00000495881.1","=",FALSE
"isoComp_00007426","geneComp_00000943","TCONS_00007390","XLOC_001687","T_minus","T_plus","XLOC_001687","unknown","unknown",3.35830504209113,4.36046014349817,2.35614994068409,0.60426453658542,0.151117161051153,-0.885243682943605,,0.0432770863665572,0,0.0865541727331144,0,0.0593551616705022,3.27133860874908,,0.0179166666666667,0,0.0358333333333333,0.0358333333333333,0.624586882633732,0.0241419353695401,FALSE,0,"XLOC_001687","TMEM79","ENST00000485135.1","ENST00000485135.1","=",FALSE
"isoComp_00007517","geneComp_00000962","TCONS_00007518","XLOC_001715","T_minus","T_plus","XLOC_001715","unknown","unknown",24.3548459544193,31.7611339811033,16.9485579277353,0.319945086934637,2.22711841004853,-0.90570308847046,,1.22883938422119,1.10335040866707,1.3543283597753,0.320352174867263,0.269458658370562,0.293283178227182,,0.0567833333333333,0.0349333333333333,0.0786333333333333,0.0437,0.267654944898505,2.77577300933962e-19,FALSE,4,"XLOC_001715","CD1D","PB.1386.6","ENST00000674047.1","=",TRUE
"isoComp_00007518","geneComp_00000962","TCONS_00022696","XLOC_001715","T_minus","T_plus","XLOC_001715","unknown","unknown",24.3548459544193,31.7611339811033,16.9485579277353,0.319945086934637,2.22711841004853,-0.90570308847046,,3.90799698990869,5.41913759552608,2.39685638429131,0.692726001983508,0.386150920471709,-1.17357298823716,,0.160316666666667,0.170266666666667,0.150366666666667,-0.0199,0.930027556851579,2.77577300933962e-19,FALSE,2,"XLOC_001715","CD1D","PB.1306.1","ENST00000673723.4","j",TRUE
"isoComp_00007519","geneComp_00000962","TCONS_00022697","XLOC_001715","T_minus","T_plus","XLOC_001715","unknown","unknown",24.3548459544193,31.7611339811033,16.9485579277353,0.319945086934637,2.22711841004853,-0.90570308847046,,0.733719401174238,1.01695153037817,0.45048727197031,0.25187244338791,0.0415770014233725,-1.15713490617215,,0.0299333333333333,0.0318666666666667,0.028,-0.00386666666666667,0.981054508722999,2.77577300933962e-19,FALSE,1,"XLOC_001715","CD1D","PB.1386.1","ENST00000673723.4","j",TRUE
"isoComp_00007521","geneComp_00000962","TCONS_00025809","XLOC_001715","T_minus","T_plus","XLOC_001715","unknown","unknown",24.3548459544193,31.7611339811033,16.9485579277353,0.319945086934637,2.22711841004853,-0.90570308847046,,2.18831741519105,3.00746718202192,1.36916764836019,0.257802330053983,0.759463122189619,-1.12954024220049,,0.08385,0.0947333333333333,0.0729666666666667,-0.0217666666666667,0.85153956557028,2.77577300933962e-19,FALSE,2,"XLOC_001715","CD1D","PB.1051.1","ENST00000673723.4","j",TRUE
"isoComp_00007522","geneComp_00000962","TCONS_00025810","XLOC_001715","T_minus","T_plus","XLOC_001715","unknown","unknown",24.3548459544193,31.7611339811033,16.9485579277353,0.319945086934637,2.22711841004853,-0.90570308847046,,1.00959116135208,0.929753622379878,1.08942870032428,0.256724202741693,0.163420737641747,0.226399569777703,,0.0472833333333333,0.0292333333333333,0.0653333333333333,0.0361,0.351251489584081,2.77577300933962e-19,FALSE,3,"XLOC_001715","CD1D","PB.1051.4","ENST00000673723.4","m",TRUE
"isoComp_00007524","geneComp_00000962","TCONS_00027867","XLOC_001715","T_minus","T_plus","XLOC_001715","unknown","unknown",24.3548459544193,31.7611339811033,16.9485579277353,0.319945086934637,2.22711841004853,-0.90570308847046,,0.451607654327579,0.583086667723221,0.320128640931937,0.134411652663466,0.0608903203180298,-0.845214633410721,,0.0192,0.0183,0.0201,0.0018,0.988002230179986,2.77577300933962e-19,FALSE,1,"XLOC_001715","CD1D","PB.1386.4","ENST00000673723.4","j",TRUE
"isoComp_00007525","geneComp_00000962","TCONS_00027869","XLOC_001715","T_minus","T_plus","XLOC_001715","unknown","unknown",24.3548459544193,31.7611339811033,16.9485579277353,0.319945086934637,2.22711841004853,-0.90570308847046,,1.30344747208183,2.60689494416366,0,0.238161191932179,0,-8.03171219800617,,0.0409666666666667,0.0819333333333333,0,-0.0819333333333333,2.77577300933962e-19,2.77577300933962e-19,FALSE,1,"XLOC_001715","CD1D","PB.1386.9","ENST00000673723.4","j",TRUE
